Red,Green,Blue
0.0,32174.0,22612.0
14395.0,0.0,0.0
0.0,0.0,22319.0
0.0,35092.0,0.0
15994.0,0.0,20997.0
0.0,36700.0,0.0
18314.0,0.0,19739.0
0.0,36538.0,0.0
20793.0,0.0,18520.0
0.0,36094.0,16785.0
0.0,0.0,0.0
22858.0,33520.0,15648.0
0.0,0.0,0.0
25012.0,30135.0,14353.0
0.0,0.0,0.0
0.0,26532.0,13287.0
26676.0,0.0,0.0
